tripno,ozone,empst,occ,jbsite,wkweek,female,age,dweltp,pinc,hhsize,nveh,weight,nwkrs,nldr,hinc,trdist,mindst,minsub,dsttrm,nterm,aivtt,rivttg,rivttt,r-acca,r-egrw,r-wait,r-fare,lrdum,tivtt,twait,t-accw,t-egrw,t-fare,mcost,mdist,mspace,lnlots,zcost,zdist,zspace,zcd,zcs,zds,mdpri,mspri,lnlpri,zdpri,zspri,zdspri,free,aavail,tavail,dlic,a-dr,a-pass,transit,rail,walk
9,73,2,1,1,1,1,36,2,18,3,3,1.72,2,1,43,5,710,1,14,22,18,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.89,2.63,5.36,8.07,0.71,6.29,527,5.45,2.89,8.32,67932.45,0.63,-252.43,0.05,-30.29,40,4.76,0,0,0,0,0,5,1,0,-1,0,1,-1,-1
18,140,2,8,5,1,1,60,4,18,1,9,0.69,1,0,18,7,286,10,8,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.68,1.95,2.82,2.43,0.71,6.61,685,4.73,4.74,5.09,47493.77,1.34,-156.84,0.04,-57.79,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
22,687,2,1,1,1,1,32,1,38,2,2,0.69,2,2,80,29,233,4,14,20,57,31.56,2.43,15.07,2.47,1,3.56,0,64.81,10.05,2.12,6.3,1.42,6.19,642,4.81,4.55,6.48,58538.11,1.03,-18.77,-0.04,-46.71,62,1.95,0,0,0,0,0,1,1,1,0,1,0,0,-1
68,254,2,1,1,1,1,48,1,23,2,3,1.48,2,2,50,13,341,6,13,22,38,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,28.29,3.36,2.59,4.45,0.71,5.38,623,4.74,4.22,3.92,65494.41,0.66,114.96,-0.03,35.03,100,1.61,0,0,0,0,0,2,1,1,0,0,1,-1,-1
115,29,2,8,1,1,0,48,4,70,3,1,1.43,1,3,130,2,283,3,15,22,5,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9.62,1.5,3.94,2.31,0.71,6.47,619,4.69,4.47,6.55,65873.03,1.18,-115.43,0.18,96.17,61,3.55,0.69,156.25,0.21,5,731,2,1,1,1,0,0,-1,0
180,15,2,1,1,1,1,65,3,18,3,2,1.78,3,1,58,3,758,4,15,21,5,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,10.11,1.5,5.62,2.04,0.71,5.11,692,4.54,4.17,3.06,63856.28,0.84,154.12,-0.34,30.57,85,4.46,1.1,0,0.65,0,0,3,1,0,-1,0,1,-1,0
283,814,2,4,2,1,0,50,1,23,2,2,0.69,9,9,0,30,961,1,20,22,63,23.23,0,10.55,7.55,0,2.6,0,66.54,7.87,7.24,3.49,1.42,5.66,542,5.59,2.64,3.26,69174.63,0.58,60.9,-0.3,-34.42,16,4.06,0.69,1,0.78,0,881,1,1,1,0,0,0,1,-1
296,64,2,4,2,3,0,27,4,38,1,1,1.14,1,1,38,6,103,4,14,21,23,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.87,2.05,1.33,1.4,0.71,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,1,1,1,1,1,0,0,-1,-1
355,396,2,8,1,1,0,44,1,70,4,2,1.78,3,3,115,26,165,11,5,20,54,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,50.08,5.76,0.78,4.27,0.71,6.38,655,4.83,4.38,4.03,59947.35,1.16,-5.94,-0.1,-65.46,86,3.98,0.69,64,0.01,0,740,1,1,1,1,0,0,-1,-1
404,208,2,8,1,1,0,43,1,70,4,1,1.87,1,2,100,10,207,10,12,21,28,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,27.97,1.5,2.6,6.04,0.71,6.46,690,4.81,4.73,5.24,47551.11,1.22,-120.49,0.31,-36.57,0,0,9.99,0,0,0,1,1,1,1,1,0,0,-1,-1
448,156,2,8,6,1,1,33,4,33,1,9,0.69,1,1,33,4,1599,11,9,21,16,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.03,2.29,2.08,2.02,0.71,6.37,649,4.76,2.48,6.9,85302.59,0.72,92.24,-0.9,-112.6,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
494,851,2,8,6,1,1,46,4,48,2,1,0.52,9,9,0,35,434,11,18,22,75,33.22,2.59,3.98,3.02,1,4.11,0,76.03,7,3.56,9.14,1.42,6.1,591,4.96,4.14,4.07,59999.72,1.12,-163.53,-0.36,-35.32,0,0,9.99,0,0,0,0,1,4,1,0,0,0,1,-1
531,233,2,8,1,1,0,49,4,38,3,1,1.43,2,2,55,12,838,11,11,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,32.04,4.5,1.19,3.5,0.71,5.88,688,4.96,4.06,3.94,52981.17,1.01,-197.57,-0.15,-3.77,53,3.02,0.69,0.25,0.15,0,190,5,1,1,-1,0,1,-1,-1
549,798,2,2,1,1,0,0,9,100,4,1,0.61,1,2,0,36,273,9,23,22,74,23.72,0,12.36,4.6,0,2.6,1,61.31,10.33,2.99,1.99,1.42,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,9,1,1,-1,0,1,0,0
571,141,2,1,1,1,1,64,1,33,2,1,1.47,1,1,55,6,240,18,8,21,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,10.96,1.86,5.02,6.36,0.71,5.72,615,5.13,3.18,4.66,71427.92,1.17,5.79,-0.63,-69.02,83,5.23,0,0,0,0,0,1,1,0,-1,1,0,-1,-1
619,224,2,8,6,1,0,54,4,28,3,2,0.54,2,2,50,13,279,11,10,21,41,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,33.95,3.71,1.87,4.91,0.71,6.19,628,4.82,4.28,4.13,64138.11,1.15,-105.68,-0.38,-74.76,46,3.82,0.69,225,0.01,-1,160,2,1,1,0,0,1,-1,-1
702,179,2,8,6,1,1,38,1,38,3,1,1.72,3,2,78,6,2,14,9,21,25,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.37,2.02,1.85,3.46,0.71,6.19,700,4.87,3,6.53,45523.55,0.52,-331.98,0.62,-6.41,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
1021,786,2,1,8,1,1,40,1,13,4,1,0.61,2,2,65,38,288,10,25,22,73,21.56,2.24,14.1,4.12,0.33,3.31,1,67.39,13.52,3.12,6.42,1.42,6.61,685,4.73,4.74,5.09,47554.89,1.34,-157.45,0.04,-57.77,0,0,9.99,0,0,0,1,1,1,1,1,0,0,0,-1
1075,7,1,8,6,5,1,37,4,100,5,1,0.89,2,2,0,0,869,18,13,21,0,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,0,0,0.34,4.99,0.71,4.72,715,4.64,3.18,5.25,71773.09,0.86,244.84,-0.4,-75.87,0,0,9.99,0,0,0,0,9,1,1,-1,0,0,-1,1
1124,147,2,1,1,1,0,41,4,33,1,9,0.69,1,0,33,4,228,13,8,21,24,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.52,1.79,3.73,2.1,0.71,6.23,591,4.97,3.76,5.48,73714.26,0.84,-42.2,-0.04,-9.01,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
1187,136,2,8,6,2,1,32,4,18,2,9,0.8,2,2,35,7,839,14,8,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.51,1.3,6.71,6.34,0.71,6.56,872,4.84,3.04,5.52,11360.86,1.18,21.94,-0.65,-7.08,21,4.83,0,0,0,0,0,5,1,1,-1,0,1,-1,-1
1190,136,2,8,5,1,0,26,4,18,2,9,0.8,2,2,35,9,463,3,10,21,29,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.95,2.03,1.82,6.34,0.71,6.4,592,4.58,4.3,7,53810.49,1.11,-19.93,-0.15,85.44,91,4.01,0,0,0,0,1,5,1,1,-1,0,1,-1,-1
1223,787,2,1,1,1,1,24,4,13,5,1,0.65,2,1,30,36,340,2,25,22,70,21.56,0.67,11.34,3.52,0.82,2.81,1,64.87,20.14,2.99,4.44,1.42,6.66,603,4.78,4.48,6.15,67336.89,1.24,-110.72,0.05,47.87,61,2.94,0.69,0,0.21,0,0,1,1,1,1,0,0,0,-1
1361,154,2,8,1,1,0,52,1,70,3,2,1.78,1,2,110,4,95,2,11,21,12,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,12.08,4.5,1.52,2.47,0.71,6.63,619,4.85,4.56,5.7,48602.34,1.45,-156.87,-0.18,-37.3,95,2.3,0.69,6.25,0,0,1,1,1,1,1,0,0,-1,-1
1568,353,2,8,1,1,0,28,1,38,4,3,1.78,2,3,88,11,309,18,10,21,41,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,20.25,3.56,4.33,2.4,0.71,5.79,622,5.12,3.3,4.35,71670.48,1.07,0.03,-0.5,-68.58,81,5.23,0,0,0,0,0,3,1,1,0,0,1,-1,-1
1570,353,2,8,1,1,0,29,1,33,4,3,1.78,2,3,88,14,296,9,10,21,38,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,26.72,4.84,2.72,2.4,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,3,1,1,0,0,1,-1,-1
1603,53,2,8,1,1,1,26,2,23,2,9,0.69,9,9,0,7,164,2,13,21,18,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.96,3.01,2.37,5.39,0.71,6.6,630,4.86,4.55,5.64,52806.53,1.46,-123.57,-0.17,-36.26,92,2.3,0.69,6.25,0,0,0,5,1,0,-1,0,1,-1,-1
1605,780,2,2,1,1,1,30,2,28,2,2,0.42,1,2,28,36,296,9,26,22,0,28.73,0,0.74,3.92,0,2.6,1,60.87,17.54,2.58,9.1,1.42,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,1,1,0,0,0,1,-1
1638,822,1,8,1,1,1,23,1,23,3,2,0.78,3,3,53,28,273,9,17,22,66,20.79,0,12.19,4.6,0,2.1,0,62.57,7.94,2.99,5.88,1.42,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,1,2,1,0,0,0,1,-1
1675,76,2,8,1,2,0,38,2,70,1,2,1.61,1,1,100,3,137,2,14,22,12,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.24,2.72,1.96,3.58,0.71,6.56,635,4.82,4.64,5.5,45490.43,1.38,-246.79,-0.2,-38.3,0,0,9.99,0,0,0,1,1,1,1,1,0,0,-1,-1
1838,140,2,1,1,1,1,53,4,28,1,1,0.69,1,1,28,8,273,9,8,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.39,1.34,3.07,3.22,0.71,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
1946,110,2,1,1,1,1,29,1,13,4,1,1.87,3,2,50,12,70,2,12,21,35,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,32.94,6.19,0.62,0.26,0.71,6.58,635,4.79,4.62,5.63,56244.16,1.37,-221.89,-0.22,-7.69,100,1.79,0,0,0,0,0,5,1,0,-1,0,1,-1,-1
2031,65,2,8,1,2,0,35,1,53,1,9,0.53,1,0,53,7,148,11,13,21,23,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.78,2,2.78,6.37,0.71,6.6,693,4.74,4.57,6.86,56627.21,1.13,94.61,0.08,-46.12,58,3.4,1.61,624.64,1.13,1,780,5,1,0,-1,0,1,-1,-1
2063,43,2,8,6,3,1,37,1,33,2,9,0.69,2,2,40,6,562,11,12,22,8,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,22.54,11.76,3.8,17.69,0.71,5.98,610,4.96,4.08,4.16,55933.46,1,-231.74,-0.37,-34.26,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
2076,778,2,3,1,1,0,25,4,13,2,1,0.52,2,2,25,26,1103,15,20,22,56,21.56,7.16,0.97,0.81,2.5,2.81,1,49.84,17.3,0.81,3.82,1.42,6.94,744,4.97,2.56,6.93,70259.7,1.2,282.7,-1.3,-77.83,30,2.83,0,0,0,0,0,4,1,1,-1,0,0,1,-1
2080,16,2,8,1,2,0,26,4,33,2,9,0.8,2,2,40,1,455,10,13,21,2,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,2.51,1.49,2.4,5.89,0.71,5.53,621,4.69,4.52,7.53,55887.7,1.09,180.78,0.79,62.72,49,4.09,0,0,0,0,0,5,1,1,-1,0,1,-1,0
2208,966,2,8,1,1,0,63,1,70,2,2,0.69,1,2,100,51,137,2,0,0,86,36.79,0,8.01,4.17,0,3.7,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.56,635,4.82,4.64,5.5,45490.43,1.38,-246.79,-0.2,-38.3,0,0,9.99,0,0,0,0,1,3,1,0,0,-1,1,-1
2215,189,2,4,4,1,0,31,2,23,2,1,1.47,2,1,50,12,1504,1,9,21,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,23.48,3.28,5.29,3.96,0.71,4.8,775,5.08,1.61,0.16,7184.2,0.43,20.88,-0.12,-32.38,82,3.22,0,0,0,0,1,5,1,0,-1,0,1,-1,-1
2290,776,1,1,1,2,1,51,1,28,2,2,0.69,2,2,128,35,50,2,26,22,68,26.53,0.66,3.73,1.26,0.8,3.31,1,62.45,16.62,0.96,7.98,1.42,6.56,635,4.78,4.62,5.67,55261.34,1.38,-221.99,-0.2,-18.23,86,3.53,0,0,0,0,0,1,3,1,0,1,0,0,-1
2317,964,2,8,1,1,1,48,3,28,2,1,0.62,1,2,30,55,350,15,0,0,90,36.79,7.3,12.31,2.39,1,4.41,1,9999.99,9999.99,9999.99,9999.99,9999.99,8.12,674,4.91,1.39,11.29,53711.25,0.11,184.83,-0.07,0.73,0,0,9.99,0,0,0,0,1,3,1,0,0,-1,1,-1
2334,773,2,8,6,1,1,29,1,23,3,2,0.78,2,2,0,40,188,4,20,22,81,33.22,2.43,9.29,1.19,1,4.11,0,77.46,17.58,1.19,2.73,1.42,5.99,645,4.68,4.53,6.78,47028.43,0.94,62.48,-0.24,-10.92,74,3.16,1.1,660.22,1.67,-33,210,1,1,1,0,0,1,0,-1
2348,1252,2,2,4,2,0,44,4,43,2,1,0.38,-50,-50,0,84,625,3,0,0,115,33.43,2.92,48.81,2.89,1.9,5.96,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.2,644,4.57,4.28,7.83,47906.67,1.11,21.16,-0.17,102.26,74,2.92,1.79,154.81,0.61,-5,930,1,3,1,1,0,-1,0,-1
2425,119,2,1,1,1,0,37,1,33,4,2,0.56,-50,-50,0,6,273,9,12,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,12.19,3.74,2.96,5.7,0.71,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
2427,119,2,2,5,2,1,56,1,23,4,2,0.56,-50,-50,0,3,149,13,11,21,12,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,6.86,2.93,3.3,5.65,0.71,6.27,630,4.91,3.66,5.43,83328,0.84,-66.5,0.13,-21.05,94,3.47,0,0,0,0,0,5,1,0,-1,0,1,-1,0
2440,148,2,1,1,1,1,40,4,28,1,9,0.69,1,0,28,7,277,11,8,21,26,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.02,3.3,1.48,2.72,0.71,6.14,640,4.91,4.23,4.06,56394.29,1.12,-88.58,-0.16,-41.71,75,4.51,0.69,42.25,0.19,2,830,5,1,0,-1,0,1,-1,-1
2472,120,2,1,1,1,1,60,2,23,1,9,0.53,1,0,23,8,273,9,12,21,18,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,18.2,2.14,2.96,3.65,0.71,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
2513,114,1,1,5,1,1,23,2,3,3,9,0.64,2,1,23,9,228,4,12,21,26,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,21.67,3.2,2.79,7.92,0.71,6.45,654,4.69,4.59,6.41,58918.2,1.15,-109.31,-0.04,14.5,100,3.05,0,0,0,0,0,5,1,1,-1,0,1,-1,-1
2536,310,2,1,1,1,1,28,3,23,1,9,0.69,1,0,23,21,1353,2,6,20,46,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,41.39,3.76,2.67,0.63,0.71,4.59,762,5.12,3.26,2.69,35534.5,0.97,108.13,0.61,18.48,25,3.87,1.1,3.56,0.25,0,850,5,1,0,-1,0,1,-1,-1
2599,670,2,8,1,2,1,0,3,43,2,1,0.62,1,1,43,20,550,5,7,20,57,31.56,3.76,5.55,1.71,1,3.06,0,40.3,4.31,4.35,3.16,1.42,5.49,636,4.86,4.23,3.52,57431.97,0.92,-155.75,0,-9.03,85,2.84,1.1,10.89,0.1,-1,10,1,1,1,0,0,1,0,-1
2656,276,2,1,1,1,1,36,4,18,1,9,0.69,1,1,18,26,296,9,7,20,49,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,50.79,5.22,3.05,5.21,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
2662,923,2,2,5,2,1,25,1,18,4,4,1.42,3,4,45,41,0,5,6,20,67,24.21,3.54,20.02,1.01,1,3.81,0,9999.99,9999.99,9999.99,9999.99,1.42,5.44,582,4.66,4.41,3.99,60958.12,0.83,176.24,-0.03,-28.21,0,0,9.99,0,0,0,0,1,3,1,0,0,1,0,-1
2701,976,2,8,1,1,0,43,1,48,2,1,0.62,2,2,70,44,300,9,0,0,78,30.03,0.53,11.05,5.44,0.18,3.86,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.25,668,4.71,4.8,5.46,47200.95,1.38,-232.1,0.24,-59.8,0,0,9.99,0,0,0,0,2,1,1,0,0,-1,1,-1
2740,1007,2,3,1,6,0,26,4,43,2,1,0.52,2,1,65,71,137,2,0,0,99,35.01,0,28.06,4.17,0,4.3,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.56,635,4.82,4.64,5.5,45490.43,1.38,-246.79,-0.2,-38.3,0,0,9.99,0,0,0,0,3,1,0,-1,0,-1,1,-1
2899,186,2,1,1,1,1,39,4,18,3,9,0.74,9,9,0,13,119,9,9,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,24.19,3.61,1.62,4.95,0.71,6.08,631,4.73,4.68,6.15,56750.74,1.25,-217.6,0.44,-78.91,67,4.24,0.69,144,3.07,21,40,5,1,0,-1,0,1,-1,-1
2987,151,2,1,1,1,0,52,4,23,1,9,0.69,1,0,23,6,165,11,9,21,17,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.17,2.07,2.92,3.95,0.71,6.38,655,4.83,4.38,4.03,59947.35,1.16,-5.94,-0.1,-65.46,86,3.98,0.69,64,0.01,0,740,5,1,0,-1,0,1,-1,-1
2999,1023,2,8,1,2,0,56,1,70,3,3,0.78,3,3,110,62,101,9,0,0,97,34.77,0.73,21.78,2.23,0.83,4.41,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.01,654,4.68,4.8,5.8,55829.55,1.24,-122.95,0.43,-54.33,76,3.31,1.1,81.55,0.52,1,640,1,1,1,1,0,-1,0,-1
3081,205,2,8,1,1,0,34,4,18,2,9,0.8,2,1,45,8,260,2,13,21,18,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,22.79,2.09,3.23,1.48,0.71,6.72,629,4.92,4.49,5.72,55999.87,1.29,-15.76,-0.26,-41.22,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
3083,205,2,1,1,1,1,34,4,28,2,9,0.8,2,1,45,7,323,3,13,21,18,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,20.52,1.55,2.78,1.48,0.71,6.64,599,4.78,4.5,6.02,66019.63,1.31,-128.82,0.09,82.98,62,3.45,0.69,784,1.33,-32,240,5,1,1,-1,0,1,-1,-1
3094,149,2,8,1,1,0,25,4,13,1,1,1.14,1,1,13,7,196,9,10,21,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9.94,1,2.53,8.14,0.71,6.31,663,4.68,4.77,5.61,50040.68,1.32,-124.07,0.35,-64.28,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
3118,418,2,8,1,1,0,45,1,48,3,1,0.58,3,3,68,40,167,2,0,0,68,35.8,0.38,6.28,3.78,0.38,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.67,608,4.88,4.5,5.86,53821.4,1.51,-94.51,-0.23,-10.05,41,3.26,0,0,0,0,0,1,1,1,0,0,-1,1,-1
3167,140,2,8,1,1,1,27,4,28,1,9,0.53,1,1,28,8,200,2,8,21,26,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.9,1.48,1.82,3.75,0.71,6.67,622,4.7,4.57,5.69,65029.15,1.31,-187.4,-0.05,-10.28,66,2.7,1.39,696.75,0.39,-11,590,5,1,1,-1,0,1,-1,-1
3206,702,2,8,1,1,0,30,1,23,2,1,0.29,2,2,45,56,348,3,39,20,75,31.9,0.71,41.85,4.4,0.25,4.41,0,85.23,17.29,4.26,6.95,1.42,6.46,673,4.76,4.78,5.34,50344.57,1.31,-305.68,-0.09,-22.12,0,0,9.99,0,0,0,0,1,3,1,1,0,0,0,-1
