tripno,ozone,empst,occ,jbsite,wkweek,female,age,dweltp,pinc,hhsize,nveh,weight,nwkrs,nldr,hinc,trdist,mindst,minsub,dsttrm,nterm,aivtt,rivttg,rivttt,r-acca,r-egrw,r-wait,r-fare,lrdum,tivtt,twait,t-accw,t-egrw,t-fare,mcost,mdist,mspace,lnlots,zcost,zdist,zspace,zcd,zcs,zds,mdpri,mspri,lnlpri,zdpri,zspri,zdspri,free,aavail,tavail,dlic,a-dr,a-pass,transit,rail,walk
13319,179,2,1,1,1,9,0,9,100,3,2,0.54,2,-49,0,7,300,9,10,21,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.71,3.6,3.24,3.27,0.71,6.25,668,4.71,4.8,5.46,47200.95,1.38,-232.1,0.24,-59.8,0,0,9.99,0,0,0,0,9,9,0,-1,0,1,-1,-1
13322,281,2,8,1,1,0,25,4,33,2,3,1.12,1,2,45,21,343,6,4,20,44,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,43.59,4.04,4.83,2.82,0.71,5.38,624,4.74,4.22,3.92,65434.12,0.66,114.42,-0.03,34.85,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
13415,294,2,1,1,1,1,30,4,13,3,1,1.43,2,2,0,20,296,9,6,21,43,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,43.43,4.07,3.05,2.98,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,2,1,1,0,0,1,-1,-1
13423,19,2,3,6,3,0,55,4,28,4,1,0.89,-50,-50,0,1,507,12,13,21,4,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,1.05,0.71,4.91,4.37,0.71,5.46,717,4.75,3.89,3.69,43062.53,0.83,68.18,-0.24,5.3,0,0,9.99,0,0,0,0,1,1,1,0,0,0,-1,1
13447,881,2,1,1,2,0,55,1,18,4,3,1.42,3,-50,0,32,296,9,12,21,73,28.33,0,9.32,3.92,0,3.45,0,62.94,19.48,3.05,15.1,1.42,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,5,1,1,-1,0,0,1,-1
13540,67,2,8,1,1,0,29,1,18,1,1,1.16,1,1,18,10,206,7,14,21,32,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.36,1,1.18,7.78,0.71,5.77,619,5.13,3.71,4.28,74644.27,0.91,-151.41,-0.37,11.07,79,2.16,0.69,0.25,0.3,0,270,1,1,1,0,0,1,-1,-1
13559,805,2,8,1,1,0,34,2,48,2,1,0.62,1,1,48,22,562,11,15,22,53,20.79,2.59,4.91,3.76,1,2.81,0,39.94,3.5,3.29,7.45,1.42,5.98,610,4.96,4.08,4.16,55933.46,1,-231.74,-0.37,-34.26,0,0,9.99,0,0,0,0,1,1,1,0,0,1,0,-1
13684,320,2,1,1,1,1,21,1,13,2,2,0.69,2,2,40,18,341,2,3,20,44,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,42.56,3.11,1.92,2.07,0.71,6.6,606,4.94,4.51,5.88,51352.88,1.32,-151.82,-0.11,-39.13,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
13799,98,2,1,1,1,1,31,4,18,2,2,1.12,2,2,40,10,335,6,10,21,30,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,18.65,2.3,6.2,8.02,0.71,5.54,629,4.72,4.06,4.21,63580.1,0.76,133.32,-0.09,12.57,55,2.54,1.1,4.67,1.01,0,300,4,1,1,-1,0,1,-1,-1
13832,281,2,1,1,1,1,56,4,28,2,2,1.12,9,9,0,21,148,11,4,20,43,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,38.57,3.11,2.78,4.82,0.71,6.6,693,4.74,4.57,6.86,56627.21,1.13,94.61,0.08,-46.12,58,3.4,1.61,624.64,1.13,1,780,1,1,1,0,0,1,-1,-1
13851,650,2,4,2,6,0,47,1,28,4,3,0.33,9,9,0,37,967,9,20,20,65,35.15,4.63,14.88,2.69,2.34,3.06,0,71.06,36.97,2.56,1.78,1.42,4.53,593,4.44,4.26,4.24,65149.01,0.84,221.66,0.45,100.71,0,0,9.99,0,0,0,0,1,4,1,1,0,0,0,-1
13877,84,2,1,1,1,0,28,4,23,1,9,0.69,1,1,23,15,233,4,9,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,32.2,3.08,2.52,1.77,0.71,6.19,642,4.81,4.55,6.48,58543.54,1.03,-17.77,-0.04,-46.47,62,1.95,0,0,0,0,0,5,1,1,-1,0,1,-1,-1
13885,787,2,8,2,2,0,45,1,70,3,3,0.78,9,9,0,34,103,4,23,22,72,21.56,2.43,9.87,1.32,1,3.31,1,55.4,10.13,1.33,12.43,1.42,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,1,1,9,1,1,0,0,0,-1
13910,688,2,6,4,1,0,20,1,18,4,3,1.42,4,3,70,30,103,4,14,20,60,31.56,2.43,16.25,1.32,1,3.56,0,63.31,11.69,1.32,7.35,1.42,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,0,1,1,1,1,0,0,0,-1
13958,322,2,1,1,1,1,40,4,23,2,9,0.8,1,1,23,14,426,7,3,20,43,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,34.02,2.67,2.79,3.57,0.71,5.6,597,5.06,3.47,4.22,77806.22,0.94,-141.08,-0.38,-62.12,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
14003,145,2,8,1,1,0,40,1,100,4,1,1.87,2,2,0,5,211,17,8,21,25,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.87,4.46,2.28,1.5,0.71,6.22,561,4.97,3.81,5.24,62059.38,0.82,5.55,-0.04,-17.42,0,0,9.99,0,0,0,0,3,1,1,0,0,1,-1,-1
14020,140,2,8,8,1,1,24,4,18,1,9,0.69,1,1,18,7,1202,19,9,21,24,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,16.36,2.85,4.05,3.75,0.71,3.81,608,4.77,2.08,5.86,49822.5,1.25,-136.47,-1.14,-55.4,0,0,9.99,0,0,0,1,5,1,1,-1,0,1,-1,-1
14031,123,2,3,5,6,1,37,2,13,3,1,1.72,2,1,0,6,255,5,12,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,16.52,3.5,2.22,3.65,0.71,5.03,547,4.7,4.2,3.87,61384.84,0.65,161.94,-0.07,46.82,0,0,9.99,0,0,0,0,5,1,0,-1,1,0,-1,-1
14066,153,2,8,1,2,0,54,2,70,2,2,1.48,1,2,133,5,70,9,10,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,10.71,1.57,0.84,9.13,0.71,6.02,611,4.69,4.64,6.46,57265.54,1.28,-99.36,0.57,-64.34,85,1.79,0,0,0,0,0,1,1,1,1,0,0,-1,-1
14071,20,2,1,1,1,1,33,4,28,1,9,0.69,1,1,28,3,55,17,13,21,7,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,7.33,2.84,2.64,3.31,0.71,5.83,577,4.99,3.85,4.43,59736.13,0.85,-164.71,0.03,-16.88,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,0
14099,805,2,3,6,1,0,34,1,28,5,2,1.42,2,2,0,21,861,1,16,22,45,20.79,0.46,4.61,10.29,0.23,2.81,0,44.77,3.63,9.5,8.98,1.42,6.82,541,5.29,2.64,9.06,74974.65,0.66,230.26,0.4,10.78,92,3.18,0,0,0,0,1,1,4,1,1,0,0,0,-1
14280,900,2,1,1,1,1,35,1,23,4,1,0.61,2,2,50,35,255,6,6,21,66,27.4,3.54,9.18,2.52,1,3.81,0,9999.99,9999.99,9999.99,9999.99,1.42,5.24,557,4.73,4.22,4.48,58990.65,0.68,156.71,0.07,48.72,68,2.85,1.39,192.25,0.49,0,300,5,1,1,-1,0,0,1,-1
14306,780,2,8,1,2,1,43,1,38,4,2,1.42,2,-50,65,36,926,1,26,22,98,27.69,0,2.55,6.8,0,2.6,1,67.7,20.3,6.21,1.47,1.42,6.75,405,5.59,2.56,9.98,56398.87,0.61,413.71,0.01,-22.19,53,3.12,1.39,0.25,1.24,0,550,1,1,0,-1,0,0,1,-1
14347,129,2,8,1,1,1,39,2,38,1,1,1.16,1,1,38,12,296,9,6,21,33,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.23,1.28,2.72,11.06,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
14355,791,2,8,1,1,0,60,1,70,2,2,0.69,1,2,108,30,118,1,21,22,67,21.56,0,9.36,3.88,0,2.1,0,52.11,9.5,2.9,5.59,1.42,6.1,607,4.84,4.5,7.05,75254.34,1.27,-36.43,0.41,-28.77,63,2.48,1.1,10.89,0.25,-1,551,1,4,1,1,0,0,0,-1
14489,1034,2,8,1,1,0,33,1,38,2,2,0.69,2,2,55,67,124,2,0,0,96,28.73,0.4,31.27,3.08,0.49,5.01,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.57,642,4.8,4.66,5.56,48094.04,1.35,-254.63,-0.22,-22.8,100,3.53,0,0,0,0,0,1,1,1,1,0,-1,0,-1
14537,7,2,1,1,1,1,54,4,28,2,9,0.8,2,0,0,3,296,9,13,21,8,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,10.72,3.03,2.72,0.7,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,5,1,0,-1,1,0,-1,-1
14563,239,2,8,1,2,0,38,1,70,4,1,1.87,1,2,0,17,720,5,12,22,43,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,37.18,4.12,0.68,1.56,0.71,5.65,658,4.94,3.97,3.95,32967.59,0.84,-179.23,-0.13,22.76,0,0,9.99,0,0,0,0,3,1,1,0,1,0,-1,-1
14589,125,2,8,1,1,0,63,4,70,2,1,1.77,1,2,200,12,124,9,6,21,42,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,23,1.65,1.74,7.22,0.71,5.97,632,4.71,4.74,6.05,55862.77,1.28,-91.25,0.48,-35.45,26,2.3,0,0,0,0,0,1,1,1,0,0,1,-1,-1
14600,395,2,8,5,5,0,38,4,38,5,1,0.89,1,2,0,24,154,6,4,20,52,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,40.95,5.18,2.32,3.33,0.71,5.14,595,4.67,4.23,3.91,66763.95,0.63,166.54,-0.06,39.24,0,0,9.99,0,0,0,0,1,1,1,1,0,0,-1,-1
14634,683,2,8,1,1,0,64,1,53,2,2,0.69,1,2,55,35,249,2,14,20,64,31.56,0,20.64,4.28,0,2.85,0,75.07,4.76,2.92,12.88,1.42,6.62,644,4.87,4.55,5.81,59626.53,1.43,-62.17,-0.18,-30.84,0,0,9.99,0,0,0,0,1,3,1,0,0,0,1,-1
14706,151,2,1,1,2,1,27,4,18,1,9,0.69,1,0,18,7,873,1,11,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.29,1.48,3.94,2.78,0.71,6.29,520,5.45,2.89,8.32,90876.23,0.63,-191.03,0.05,-62.85,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
14822,661,2,1,1,1,1,21,4,18,3,2,0.78,3,3,88,28,273,9,12,20,58,31.56,0,6,4.6,0,2.35,0,46.8,4.4,3.07,2.61,1.42,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,0,-1
14845,63,2,2,5,2,1,24,1,18,1,9,0.69,1,0,18,6,103,4,14,22,23,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.59,2.74,1.33,2.14,0.71,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
14881,7,2,1,1,1,1,22,4,18,2,9,0.8,2,1,35,2,306,8,12,21,10,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,2.45,1.58,4.18,4.32,0.71,5.78,730,5.12,3.22,3.98,47203.76,0.93,80.48,0,27.06,53,2.38,1.1,274.89,0.31,-9,150,5,1,1,-1,0,1,-1,-1
14883,7,2,1,1,1,1,25,4,18,2,9,0.8,2,1,35,2,72,14,11,21,10,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,3.36,1,1.19,4.32,0.71,6.38,672,5.03,3.04,5.68,51745.52,0.76,-270.83,0.47,30.36,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,0
14905,337,2,1,1,1,1,45,1,23,3,3,1.78,9,9,0,27,314,2,4,20,55,9999.99,0,9999.99,2.17,0,2.1,1,48.69,4.9,1.93,9.45,0.71,6.68,621,4.99,4.52,5.69,55806.48,1.29,-78,-0.21,-19.02,0,0,9.99,0,0,0,0,1,1,1,0,0,0,1,-1
14925,754,2,8,6,6,0,36,1,48,4,2,1.42,2,2,0,19,1019,15,3,20,47,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,38.91,5.33,6.03,8.84,1.42,5.54,594,5.48,1.79,4.58,73219.92,0.22,90.27,-0.9,-13.82,0,0,9.99,0,0,0,0,1,2,1,0,1,0,-1,-1
14952,7,2,1,1,1,1,56,4,18,2,9,0.8,1,0,30,2,323,3,13,21,6,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.55,2.78,3.32,2.62,0.71,6.64,599,4.78,4.5,6.02,66019.63,1.31,-128.82,0.09,82.98,62,3.45,0.69,784,1.33,-32,240,5,1,0,-1,0,1,-1,0
14983,66,2,8,1,1,0,40,4,33,3,9,0.64,9,9,0,8,207,10,13,21,28,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.32,2,2.52,12.17,0.71,6.46,690,4.81,4.73,5.24,47551.11,1.22,-120.49,0.31,-36.57,0,0,9.99,0,0,0,0,1,1,1,-1,0,1,-1,-1
15060,147,2,1,1,1,1,32,4,23,1,9,0.69,1,1,23,3,426,13,8,21,22,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.02,2,2.61,3.35,0.71,6.15,564,5.04,3.37,5.43,61772.38,0.65,-210.91,0.14,35.23,49,1.78,1.39,859,0.01,0,710,4,1,1,-1,0,1,-1,-1
15104,89,2,8,1,1,1,27,4,23,1,2,1.04,1,1,23,10,55,17,7,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.14,1.91,1.87,7.08,0.71,5.83,577,4.99,3.85,4.43,59736.13,0.85,-164.71,0.03,-16.88,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
15108,321,2,1,1,2,1,29,4,28,2,1,1.77,2,2,50,17,838,11,3,20,44,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,39.57,4.5,1.46,3.81,0.71,5.88,688,4.96,4.06,3.94,52981.17,1.01,-197.57,-0.15,-3.77,53,3.02,0.69,0.25,0.15,0,190,2,1,1,0,0,1,-1,-1
15130,233,2,8,1,1,0,54,1,100,5,3,1.78,3,3,0,12,720,5,11,21,36,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,35.06,4.5,0.68,3.24,0.71,5.65,658,4.94,3.97,3.95,32967.59,0.84,-179.23,-0.13,22.76,0,0,9.99,0,0,0,0,1,1,1,1,0,0,-1,-1
15132,233,2,7,8,3,0,25,1,100,5,3,1.78,3,3,0,13,260,4,11,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,36.06,4.76,2.72,4.52,0.71,6.19,642,4.83,4.54,6.55,59616.68,1.01,-36.72,-0.03,-49.39,18,1.95,0,0,0,0,1,1,2,1,1,0,0,-1,-1
15138,233,2,3,2,1,1,24,1,100,5,3,1.78,3,3,0,13,838,11,11,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,35.06,4.5,1.19,3.24,0.71,5.88,688,4.96,4.06,3.94,52981.17,1.01,-197.57,-0.15,-3.77,53,3.02,0.69,0.25,0.15,0,190,1,1,0,-1,1,0,-1,-1
15208,377,2,3,5,1,0,59,3,100,3,1,1.72,2,-50,0,19,243,12,4,20,51,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,43.54,2.36,5.17,4.42,0.71,5.91,583,4.82,3.76,4.5,56901.16,0.94,-62.82,0.26,-55.38,73,1.61,0,0,0,0,1,3,1,1,0,0,1,-1,-1
15231,854,2,8,1,1,0,25,1,23,3,4,0.78,-50,-50,0,33,341,2,16,22,72,29.65,0,10.07,2.15,0,3.4,0,65.71,16.18,1.52,16.37,1.42,6.6,606,4.94,4.51,5.88,51352.88,1.32,-151.82,-0.11,-39.13,0,0,9.99,0,0,0,0,1,2,1,0,0,0,1,-1
15254,397,2,2,1,1,0,36,1,28,3,2,1.78,2,2,68,23,137,2,4,20,48,9999.99,0,9999.99,4.17,0,2.25,0,42.71,5.09,1.6,4.9,0.71,6.56,635,4.82,4.64,5.5,45490.43,1.38,-246.79,-0.2,-38.3,0,0,9.99,0,0,0,1,1,9,1,0,0,1,0,-1
15322,57,2,8,1,1,1,35,2,38,4,2,1.78,4,3,180,3,138,3,14,21,9,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,10.86,2.6,0.87,4.55,0.71,6.64,649,4.81,4.6,5.32,57870.38,1.19,-224.34,0.12,39.72,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
15332,57,2,8,1,2,0,36,2,38,4,2,1.78,4,3,180,3,267,10,14,21,9,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.43,2.5,3.27,4.55,0.71,6.45,679,4.71,4.79,5.47,47331.27,1.37,-176.88,0.19,-62.33,0,0,9.99,0,0,0,0,1,1,1,1,0,0,-1,-1
15422,306,2,1,1,1,1,38,1,33,4,9,0.48,3,1,68,13,328,7,3,20,50,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,23.59,3.22,3.11,9.81,0.71,5.51,667,4.9,3.97,3.63,60882.38,1.01,-213.51,-0.11,-32.66,55,2.3,1.79,979.58,0.28,2,570,5,1,0,-1,0,1,-1,-1
15654,453,2,8,1,1,0,29,1,23,3,2,0.78,1,2,0,52,101,9,0,0,78,41.44,0.73,1.36,2.23,0.83,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.01,654,4.68,4.8,5.8,55829.55,1.24,-122.95,0.43,-54.33,76,3.31,1.1,81.55,0.52,1,640,1,1,1,1,0,-1,0,-1
15674,377,2,8,1,1,0,54,1,23,6,2,1.78,6,-50,75,23,705,11,4,20,50,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,56.15,3.27,5.57,1.7,0.71,5.51,722,4.55,3.91,5.3,48102.32,1.08,-24.57,0.64,10.46,51,1.94,1.1,1121.56,0.01,3,931,3,4,0,-1,1,0,-1,-1
15676,377,2,1,1,1,1,28,1,13,6,2,1.78,6,-50,75,23,705,11,4,20,50,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,56.15,3.27,5.57,1.7,0.71,5.51,722,4.55,3.91,5.3,48102.32,1.08,-24.57,0.64,10.46,51,1.94,1.1,1121.56,0.01,3,931,3,4,1,0,0,1,-1,-1
15844,798,2,6,3,1,0,37,2,70,4,2,1.42,2,2,108,38,228,4,25,22,75,21.56,1.54,14.38,2.8,1,3.31,1,62.72,12.38,2.79,8.12,1.42,6.45,654,4.69,4.59,6.41,58918.2,1.15,-109.31,-0.04,14.5,100,3.05,0,0,0,0,1,1,1,1,1,0,0,0,-1
16174,683,2,8,6,1,0,35,1,38,3,2,0.78,9,9,0,35,225,11,13,20,67,31.56,2.59,20.98,1.79,1,3.56,0,74.57,5.23,4.56,17.13,1.42,6.23,624,4.81,4.34,4.11,63624.99,1.12,-82.46,-0.31,-74.53,56,3.47,1.1,164.22,0.25,5,960,1,1,1,1,0,0,0,-1
16287,670,2,8,1,1,0,52,1,70,5,3,1.42,9,9,0,23,273,9,8,20,55,31.56,0,4.96,4.6,0,2.35,0,39.36,3.57,3.07,6.81,1.42,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,1,1,1,1,0,0,0,-1
16396,95,2,1,1,1,1,27,4,23,3,2,0.54,-50,-50,0,15,343,2,11,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,35.39,3.81,2.6,5.15,0.71,6.66,581,4.86,4.38,6.48,68276,1.29,-31.38,0.01,67.26,0,0,9.99,0,0,0,0,3,1,1,0,0,1,-1,-1
16424,517,2,2,1,1,0,29,1,23,4,2,1.42,2,2,0,70,105,4,0,0,96,49.8,2.43,12.13,1.33,1,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.31,647,4.78,4.59,6.82,52351.92,1.07,2.09,-0.21,-29.29,0,0,9.99,0,0,0,0,1,1,1,0,0,-1,1,-1
16555,636,2,8,1,1,0,38,1,70,5,1,0.61,2,2,0,52,124,2,32,20,72,31.56,0.4,31.6,3.08,0.49,4.41,0,73.33,4,1.26,5.53,1.42,6.57,642,4.8,4.66,5.56,48094.04,1.35,-254.63,-0.22,-22.8,100,3.53,0,0,0,0,0,3,1,1,0,0,0,1,-1
16597,144,2,8,1,1,0,41,4,28,4,1,0.89,2,2,40,8,614,5,8,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,22.55,5.54,3.88,1.06,0.71,5.39,640,4.79,4.14,3.57,39154.48,0.8,-33.27,-0.03,15.65,81,3.9,1.61,121.6,1.93,7,500,1,1,1,0,0,1,-1,-1
16599,144,1,1,1,1,1,40,4,13,4,1,0.89,2,2,40,8,368,17,8,21,25,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,19.12,4.44,4.87,1.06,0.71,5.68,621,4.78,3.95,4.07,47833.08,0.93,-81.2,0.24,-27.35,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
16785,780,2,8,1,2,0,57,2,43,5,1,0.61,3,2,65,38,612,3,27,22,0,21.56,1.94,11.96,4.84,1.52,3.31,1,68.5,21.92,4.03,8.51,1.42,6.22,599,4.55,4.17,8.06,55225.69,1.02,84.17,-0.02,79.7,63,3.38,0.69,42.25,0.55,4,840,2,1,1,1,0,0,0,-1
16793,810,2,1,1,1,1,33,3,28,3,1,0.58,2,2,60,24,321,4,15,22,55,20.79,2.43,7.15,3.21,1,2.81,0,48.86,5.72,3.69,2.46,1.42,6.56,643,4.75,4.6,6.32,53486.14,1.15,-44.07,-0.2,-35.77,87,4.99,0.69,30.25,0.49,-3,850,4,1,1,-1,0,1,0,-1
17105,1243,2,1,1,1,1,25,2,13,4,1,0.37,4,3,65,91,270,2,0,0,113,28.73,0,54.59,3.29,0,5.25,1,48.86,5.72,3.69,2.46,1.42,6.42,626,4.86,4.61,5.82,46281.32,1.34,-269.72,-0.06,-53.01,0,0,9.99,0,0,0,0,5,1,0,-1,0,-1,1,-1
